seller_id,outreach_readiness_score,bundle_fit_score,recent_paid_usage_percentile,consistency_percentile,category_breadth_percentile,recent_growth_percentile,total_fees_percentile,paid_visibility_percentile,paid_product_breadth_percentile,listing_volume_percentile,is_outreach_ready_group,is_targeted_for_plus_group
85401123,56.3,33.82,61.47,63.23,25.83,66.45,70.18,39.19,50.62,11.63,False,False
55561448,56.28,49.48,71.67,30.49,53.23,97.77,33.91,64.52,50.62,33.29,False,False
25619705,56.27,43.72,57.03,37.67,73.97,80.96,37.38,29.64,50.62,50.89,False,False
49342270,56.27,62.98,32.42,65.44,80.82,11.64,76.69,71.65,70.59,46.69,False,False
17470272,56.24,86.02,38.74,90.21,73.97,6.47,57.47,89.44,70.59,98.05,False,False
79607521,56.24,47.16,63.35,26.82,69.7,95.53,31.41,39.19,50.62,51.67,False,False
23820844,56.23,45.96,57.03,78.22,9.93,47.15,94.43,75.62,50.62,11.63,False,False
46838660,56.22,68.61,78.68,47.11,25.83,93.42,41.67,64.52,50.62,90.68,False,False
12904420,56.22,50.64,61.47,69.71,53.23,8.85,93.41,45.51,50.62,55.78,False,False
48142918,56.21,49.8,57.03,26.82,45.44,93.42,43.96,45.51,70.59,33.29,False,False
74085991,56.21,50.63,43.2,57.84,87.99,86.94,29.57,45.51,31.72,74.67,False,False
59753369,56.17,47.28,73.7,49.82,36.42,98.24,28.24,50.29,50.62,40.94,False,False
25210313,56.14,73.03,46.68,78.22,80.82,22.97,57.55,84.82,50.62,83.63,False,False
75331821,56.14,51.39,53.36,30.49,45.44,92.5,44.47,50.29,70.59,33.29,False,False
46124665,56.12,64.88,59.41,47.11,36.42,14.58,92.84,73.12,86.38,35.13,False,False
88370797,56.06,42.9,70.86,49.82,53.23,94.21,36.55,50.29,31.72,46.69,False,False
55679219,56.05,49.04,53.36,90.21,9.93,28.11,84.09,71.65,70.59,4.88,False,False
19132673,56.04,65.69,66.05,49.82,25.83,31.12,77.01,71.65,86.38,39.04,False,False
41040211,56.04,45.62,68.35,44.05,9.93,59.99,83.31,50.29,70.59,15.98,False,False
49658964,56.03,44.38,49.71,34.18,73.97,91.32,55.26,57.55,31.72,43.88,False,False
66505598,56.02,28.53,59.41,30.49,64.66,83.07,66.77,11.91,31.72,41.97,False,False
75410944,56.01,48.74,57.03,37.67,59.3,93.42,37.99,60.46,50.62,35.13,False,False
66505524,55.98,32.82,76.86,78.22,97.06,59.17,7.97,11.91,16.61,69.93,False,False
33226604,55.98,41.7,53.36,90.21,9.93,47.15,84.61,69.6,50.62,4.88,False,False
57825681,55.97,53.94,38.74,52.55,89.99,83.07,39.74,39.19,31.72,90.91,False,False
20521136,55.96,45.4,53.36,90.21,25.83,32.06,83.68,69.6,50.62,15.98,False,False
18074110,55.94,45.82,53.36,55.26,91.81,92.5,26.07,57.55,16.61,63.31,False,False
74009810,55.92,45.4,53.36,90.21,25.83,32.06,83.46,69.6,50.62,15.98,False,False
32621033,55.92,43.95,53.36,90.21,25.83,28.11,87.4,69.6,50.62,11.63,False,False
25414081,55.9,31.57,53.36,90.21,9.93,47.15,84.14,39.19,50.62,4.88,False,False
82841943,55.89,68.09,84.57,47.11,36.42,69.49,27.16,54.24,70.59,79.43,False,False
58781891,55.86,28.38,53.36,90.21,9.93,47.15,83.91,29.64,50.62,4.88,False,False
50097757,55.84,50.17,53.36,47.11,36.42,61.81,65.76,50.29,70.59,29.64,False,False
21633874,55.82,65.31,61.47,37.67,69.7,70.03,45.44,73.12,50.62,72.19,False,False
90576041,55.8,34.11,38.74,57.84,73.97,83.07,49.45,11.91,31.72,58.71,False,False
91136155,55.78,41.7,53.36,90.21,9.93,47.15,83.39,69.6,50.62,4.88,False,False
53129560,55.76,82.15,32.42,60.59,69.7,0.72,84.77,96.03,86.38,64.05,False,False
72475977,55.74,44.93,38.74,49.82,73.97,83.07,38.2,39.19,50.62,44.96,False,False
53825126,55.71,55.76,38.74,67.49,64.66,5.47,87.32,39.19,70.59,57.51,False,False
50417645,55.69,67.27,38.74,47.11,80.82,9.9,71.2,57.55,86.38,57.89,False,False
85627009,55.69,52.53,43.2,37.67,53.23,75.22,54.22,50.29,70.59,36.72,False,False
44731444,55.68,52.6,38.74,55.26,64.66,83.07,41.74,39.19,50.62,67.98,False,False
53709675,55.67,58.28,64.74,44.05,45.44,75.22,33.98,57.55,70.59,46.69,False,False
76826048,55.67,54.5,66.05,30.49,9.93,96.29,44.86,57.55,86.38,19.57,False,False
48765821,55.66,63.17,71.67,69.71,36.42,26.33,79.22,85.64,50.62,53.26,False,False
58137749,55.63,58.93,38.74,26.82,45.44,83.07,53.33,62.71,86.38,27.7,False,False
68313443,55.62,49.31,49.71,78.22,45.44,26.98,82.72,69.6,50.62,27.7,False,False
15707982,55.62,56.47,38.74,37.67,83.54,83.07,58.96,83.76,31.72,53.92,False,False
52061232,55.61,26.25,59.41,65.44,36.42,71.26,69.4,11.91,31.72,35.13,False,False
42595961,55.6,52.32,73.7,40.82,59.3,84.61,24.56,60.46,50.62,45.89,False,False
90993895,55.59,24.42,49.71,37.67,45.44,91.32,77.7,11.91,31.72,29.64,False,False
79129568,55.58,44.17,59.41,34.18,25.83,78.84,64.61,50.29,70.59,11.63,False,False
26565696,55.54,38.57,46.68,65.44,36.42,47.15,86.93,45.51,50.62,19.57,False,False
77511053,55.53,32.17,84.34,44.05,80.82,99.4,7.97,11.91,16.61,67.98,False,False
49553992,55.51,52.63,71.67,90.21,36.42,63.83,39.23,39.19,31.72,86.97,False,False
56517585,55.49,28.1,79.66,65.44,83.54,79.74,7.97,11.91,16.61,55.78,False,False
82450339,55.48,56.58,53.36,17.77,25.83,92.5,47.99,62.71,95.39,11.63,False,False
96419706,55.45,35.39,67.32,67.49,77.62,68.72,34.92,11.91,16.61,77.66,False,False
56029773,55.42,66.44,57.03,72.19,95.96,14.28,42.42,69.6,50.62,79.1,False,False
93956607,55.4,62.38,57.03,55.26,53.23,26.24,70.05,39.19,70.59,77.36,False,False
79627238,55.39,41.38,32.42,49.82,87.99,75.22,36.25,29.64,50.62,43.88,False,False
87074872,55.38,62.48,32.42,69.71,53.23,75.22,51.09,50.29,50.62,86.52,False,False
31669541,55.36,35.89,57.03,90.21,9.93,61.21,82.06,75.62,31.72,0.31,False,False
90424662,55.35,47.03,49.71,47.11,53.23,91.32,40.08,45.51,50.62,44.96,False,False
14385121,55.3,35.53,57.03,90.21,9.93,61.21,81.69,74.57,31.72,0.31,False,False
27295852,55.29,71.15,49.71,72.19,87.99,16.05,55.16,83.39,50.62,79.43,False,False
94106137,55.29,62.7,43.2,63.23,77.62,11.64,65.44,57.55,70.59,59.95,False,False
93018696,55.28,62.58,46.68,63.23,80.82,22.97,47.4,50.29,70.59,66.88,False,False
78112558,55.26,38.48,95.03,90.21,53.23,68.52,7.97,11.91,16.61,86.91,False,False
86999672,55.25,75.08,46.68,49.82,59.3,1.9,78.44,77.36,95.39,52.49,False,False
96568858,55.25,35.26,66.05,34.18,36.42,88.12,56.09,39.19,50.62,15.98,False,False
40395015,55.24,52.77,43.2,57.84,59.3,86.94,33.54,39.19,50.62,68.49,False,False
82020261,55.23,49.2,71.67,90.21,91.81,25.74,20.23,39.19,31.72,76.68,False,False
39003851,55.21,55.86,53.36,55.26,53.23,61.81,37.04,50.29,70.59,46.69,False,False
96663131,55.19,61.48,38.74,69.71,77.62,1.54,72.94,57.55,70.59,56.32,False,False
44154151,55.18,62.62,57.03,69.71,53.23,24.35,56.2,45.51,70.59,71.77,False,False
38900556,55.18,75.68,32.42,67.49,83.54,4.65,56.61,69.6,86.38,71.07,False,False
33362735,55.17,87.93,46.68,57.84,85.87,1.35,52.92,91.33,86.38,86.08,False,False
46055536,55.13,51.61,49.71,55.26,64.66,83.07,27.45,45.51,50.62,58.71,False,False
22255306,55.12,57.66,57.03,34.18,25.83,93.42,49.66,45.51,70.59,56.9,False,False
15008464,55.09,46.91,32.42,49.82,53.23,75.22,69.24,60.46,50.62,29.64,False,False
57771682,55.08,62.66,38.74,49.82,89.99,67.73,33.57,67.41,50.62,69.93,False,False
92719513,55.05,43.24,57.03,74.74,9.93,33.15,84.87,54.24,70.59,4.88,False,False
73878065,55.04,49.04,53.36,90.21,9.93,32.06,74.11,71.65,70.59,4.88,False,False
84686702,55.04,54.06,43.2,52.55,53.23,75.22,55.42,39.19,50.62,72.37,False,False
66466502,55.03,57.31,59.41,44.05,25.83,25.29,89.22,62.71,86.38,22.84,False,False
29481041,55.03,63.87,38.74,34.18,45.44,67.73,73.49,81.99,70.59,39.04,False,False
18666473,54.95,49.53,53.36,90.21,9.93,32.06,73.54,73.12,70.59,4.88,False,False
43359488,54.93,62.91,32.42,74.74,95.96,47.15,28.7,54.24,50.62,83.85,False,False
59281895,54.91,41.7,53.36,90.21,9.93,32.06,93.28,69.6,50.62,4.88,False,False
55473024,54.91,62.14,49.71,90.21,87.99,0.55,50.36,50.29,50.62,85.49,False,False
96637557,54.91,43.95,53.36,90.21,25.83,21.81,87.6,69.6,50.62,11.63,False,False
63233394,54.9,76.59,86.98,90.21,9.93,16.38,75.26,94.26,50.62,84.9,False,False
62091221,54.88,43.98,59.41,90.21,73.97,22.36,32.68,29.64,50.62,51.67,False,False
98607721,54.85,57.21,53.36,90.21,9.93,28.11,76.93,81.48,70.59,19.57,False,False
19988769,54.83,45.6,38.74,78.22,93.4,83.07,18.93,39.19,16.61,80.99,False,False
35406633,54.83,56.48,49.71,30.49,9.93,83.07,69.38,57.55,86.38,25.51,False,False
78160983,54.79,37.23,57.03,47.11,36.42,80.96,56.56,29.64,50.62,31.43,False,False
21847673,54.75,62.65,66.05,37.67,45.44,60.29,48.49,60.46,70.59,56.9,False,False
21726419,54.75,64.59,43.2,44.05,25.83,86.94,57.89,67.41,70.59,55.78,False,False
90140321,54.72,53.73,76.86,69.71,9.93,81.32,39.9,54.24,50.62,56.32,False,False
85904815,54.7,64.32,57.03,52.55,69.7,9.22,69.09,76.5,70.59,45.89,False,False
77402193,54.7,82.6,32.42,67.49,97.06,3.49,57.14,79.31,70.59,97.89,False,False
12880849,54.69,61.41,38.74,65.44,59.3,26.98,51.28,50.29,86.38,47.57,False,False
66155066,54.67,43.45,43.2,49.82,73.97,75.22,35.2,29.64,50.62,50.09,False,False
56645561,54.64,30.63,53.36,55.26,25.83,61.81,80.94,29.64,50.62,11.63,False,False
64852768,54.62,61.18,73.7,57.84,45.44,66.95,33.16,69.6,50.62,63.31,False,False
55855898,54.59,39.8,96.84,90.21,80.82,35.08,7.97,11.91,16.61,90.89,False,False
21626019,54.57,46.67,43.2,47.11,59.3,86.94,40.23,45.51,50.62,43.88,False,False
94142734,54.56,41.7,53.36,78.22,9.93,47.15,88.07,69.6,50.62,4.88,False,False
40870881,54.56,47.91,43.2,60.59,87.99,75.22,28.62,39.19,31.72,72.83,False,False
78340367,54.54,44.48,85.56,90.21,25.83,34.66,59.28,11.91,31.72,89.82,False,False
97318562,54.5,55.84,64.74,52.55,36.42,25.78,76.9,77.36,70.59,19.57,False,False
63445086,54.49,50.77,63.35,17.77,9.93,95.53,69.79,50.29,70.59,31.43,False,False
35876884,54.48,43.95,53.36,90.21,25.83,32.06,74.82,69.6,50.62,11.63,False,False
17339537,54.48,40.4,53.36,52.55,45.44,70.77,54.14,29.64,50.62,40.94,False,False
92049597,54.48,57.17,46.68,49.82,53.23,70.03,36.55,54.24,70.59,46.69,False,False
23302804,54.47,41.7,57.03,78.22,9.93,47.15,83.88,69.6,50.62,4.88,False,False
77425933,54.47,52.04,43.2,40.82,64.66,65.1,42.45,45.51,70.59,40.03,False,False
32792055,54.46,55.62,61.47,67.49,53.23,18.29,75.68,60.46,50.62,55.78,False,False
96236856,54.43,53.06,38.74,49.82,80.82,47.15,59.43,50.29,50.62,58.28,False,False
35529052,54.41,62.85,59.41,63.23,77.62,33.57,60.94,86.15,31.72,70.69,False,False
65261020,54.4,39.62,59.41,44.05,73.97,83.07,34.19,29.64,31.72,57.51,False,False
17144414,54.4,34.53,46.68,37.67,64.66,89.54,56.12,11.91,31.72,59.95,False,False
63122475,54.36,56.65,38.74,52.55,69.7,15.17,63.59,50.29,86.38,33.29,False,False
16695641,54.34,54.78,46.68,49.82,83.54,47.15,48.23,60.46,50.62,53.26,False,False
88012320,54.32,45.94,63.35,52.55,36.42,47.15,75.83,57.55,50.62,29.64,False,False
94260380,54.3,38.62,43.2,47.11,77.62,86.94,39.23,39.19,31.72,44.96,False,False
58640021,54.25,49.53,53.36,90.21,9.93,28.11,73.28,73.12,70.59,4.88,False,False
18289563,54.24,48.45,43.2,78.22,89.99,65.1,17.24,29.64,31.72,84.0,False,False
42372175,54.24,52.01,49.71,90.21,69.7,62.41,21.72,29.64,31.72,94.66,False,False
19991334,54.24,50.56,64.74,74.74,80.82,21.46,33.03,39.19,50.62,61.88,False,False
38154518,54.2,74.85,63.35,52.55,9.93,95.53,53.23,91.6,50.62,82.33,False,False
20781811,54.2,77.93,49.71,63.23,9.93,13.62,89.64,87.99,99.09,46.69,False,False
96830273,54.19,58.12,61.47,37.67,36.42,70.03,48.96,45.51,70.59,58.28,False,False
86393148,54.16,55.47,46.68,22.75,25.83,89.54,53.8,60.46,86.38,19.57,False,False
35396083,54.16,68.31,46.68,55.26,25.83,22.97,87.81,75.62,86.38,42.93,False,False
35914749,54.11,47.73,46.68,44.05,80.82,80.23,22.27,29.64,50.62,62.93,False,False
33337891,54.1,35.92,46.68,40.82,25.83,89.54,71.07,45.51,50.62,11.63,False,False
10806529,54.1,53.18,43.2,67.49,89.99,6.94,66.33,29.64,50.62,79.28,False,False
78611114,54.09,77.96,43.2,34.18,25.83,65.1,60.83,87.6,95.39,50.89,False,False
95353972,54.09,65.53,86.32,17.77,9.93,99.61,40.31,45.51,70.59,80.51,False,False
93672421,54.08,41.7,53.36,90.21,9.93,47.15,73.23,69.6,50.62,4.88,False,False
37992987,54.07,66.74,57.03,60.59,85.87,15.76,34.58,54.24,70.59,75.38,False,False
48383788,54.06,80.72,53.36,90.21,36.42,1.38,72.42,71.65,70.59,99.92,False,False
13906879,54.06,41.7,53.36,90.21,9.93,47.15,73.1,69.6,50.62,4.88,False,False
24235696,54.06,41.7,53.36,90.21,9.93,47.15,73.07,69.6,50.62,4.88,False,False
64934007,54.05,69.49,32.42,52.55,77.62,5.33,70.03,69.6,86.38,52.49,False,False
67214060,54.04,53.72,53.36,78.22,25.83,28.11,88.1,69.6,50.62,40.94,False,False
78929483,54.03,40.33,59.41,26.82,9.93,94.21,63.23,45.51,70.59,4.88,False,False
45958991,54.0,41.7,53.36,78.22,9.93,47.15,84.71,69.6,50.62,4.88,False,False
92690262,53.99,46.59,64.74,22.75,9.93,95.94,60.0,57.55,70.59,11.63,False,False
98013628,53.98,42.07,76.42,74.74,89.99,21.56,29.47,11.91,31.72,82.59,False,False
61403277,53.98,19.87,57.03,78.22,9.93,61.21,85.78,11.91,31.72,15.98,False,False
70772784,53.97,41.7,53.36,90.21,9.93,32.06,87.66,69.6,50.62,4.88,False,False
25142197,53.97,32.16,72.37,34.18,64.66,97.96,22.94,29.64,31.72,35.13,False,False
10841708,53.96,41.7,53.36,90.21,9.93,32.06,87.55,69.6,50.62,4.88,False,False
29698705,53.93,46.61,53.36,44.05,59.3,92.5,23.72,29.64,50.62,59.56,False,False
36058305,53.92,41.7,53.36,90.21,9.93,32.06,87.34,69.6,50.62,4.88,False,False
62812491,53.91,68.46,32.42,47.11,77.62,24.35,55.56,73.12,86.38,45.89,False,False
76234790,53.85,46.85,53.36,90.21,9.93,28.11,90.83,89.62,50.62,0.31,False,False
93876515,53.84,65.13,38.74,63.23,85.87,1.77,62.86,50.29,70.59,74.51,False,False
41897105,53.78,43.21,66.05,37.67,77.62,78.45,31.16,29.64,31.72,68.28,False,False
65263001,53.77,62.85,91.54,17.77,9.93,99.84,52.88,83.39,50.62,54.53,False,False
38460967,53.73,58.15,90.56,30.49,45.44,99.82,24.36,71.65,31.72,71.07,False,False
34005156,53.72,45.62,64.74,52.55,25.83,24.35,84.24,50.29,70.59,15.98,False,False
78751511,53.7,57.7,85.76,72.19,9.93,31.07,52.66,39.19,70.59,63.31,False,False
29813653,53.7,33.14,87.51,22.75,25.83,99.69,54.69,11.91,31.72,55.78,False,False
33404881,53.69,33.63,88.71,49.82,59.3,99.74,7.97,11.91,16.61,72.37,False,False
27484544,53.68,25.02,38.74,47.11,53.23,83.07,68.23,11.91,31.72,31.43,False,False
60383324,53.66,64.26,80.01,37.67,9.93,85.43,58.28,82.98,50.62,59.17,False,False
14752588,53.64,55.07,94.83,44.05,36.42,72.01,23.93,39.19,50.62,75.38,False,False
46395020,53.61,48.73,67.32,11.82,80.82,96.67,33.31,66.07,31.72,48.4,False,False
20914356,53.6,64.01,38.74,57.84,53.23,6.82,78.59,62.71,86.38,42.93,False,False
43219443,53.6,46.03,49.71,26.82,45.44,91.32,57.66,45.51,50.62,41.97,False,False
79011317,53.59,63.01,90.56,44.05,25.83,88.28,22.19,57.55,50.62,80.86,False,False
23736276,53.56,42.3,53.36,47.11,85.87,85.43,17.85,29.64,31.72,65.55,False,False
47521542,53.54,38.69,86.32,90.21,91.81,10.33,25.98,11.91,16.61,87.55,False,False
23349919,53.47,45.4,53.36,78.22,25.83,28.11,84.69,69.6,50.62,15.98,False,False
83644099,53.46,78.72,46.68,57.84,36.42,3.26,81.2,85.64,95.39,55.12,False,False
69320714,53.46,37.55,57.03,60.59,25.83,47.15,79.53,39.19,50.62,22.84,False,False
87214701,53.44,78.12,73.7,52.55,25.83,20.91,61.25,87.6,86.38,60.38,False,False
21352016,53.43,71.91,14.37,34.18,80.82,18.29,86.51,80.95,86.38,48.4,False,False
63860503,53.42,27.2,74.79,90.21,25.83,26.24,71.72,11.91,31.72,37.96,False,False
56665217,53.42,16.17,53.36,90.21,9.93,47.15,88.12,11.91,31.72,4.88,False,False
49163691,53.39,56.64,38.74,72.19,83.54,22.36,52.88,29.64,50.62,89.65,False,False
59636860,53.37,48.47,77.37,72.19,94.74,27.5,16.73,39.19,31.72,74.51,False,False
77026783,53.37,40.1,46.68,40.82,59.3,89.54,33.28,29.64,50.62,40.03,False,False
19344154,53.37,50.57,59.41,4.34,9.93,94.21,65.98,60.46,86.38,4.88,False,False
62732391,53.37,32.08,66.05,30.49,9.93,96.29,66.84,29.64,50.62,15.98,False,False
45731227,53.36,59.12,38.74,47.11,77.62,22.36,63.75,57.55,70.59,49.23,False,False
15160923,53.36,41.7,53.36,90.21,9.93,32.06,83.97,69.6,50.62,4.88,False,False
51401248,53.34,41.7,53.36,90.21,9.93,32.06,83.83,69.6,50.62,4.88,False,False
20198440,53.33,41.7,53.36,90.21,9.93,32.06,83.8,69.6,50.62,4.88,False,False
58624978,53.33,41.7,53.36,90.21,9.93,32.06,83.78,69.6,50.62,4.88,False,False
13825864,53.32,67.86,46.68,90.21,69.7,14.8,47.88,60.46,50.62,92.49,False,False
36608980,53.31,43.12,49.71,26.82,45.44,91.32,35.98,39.19,70.59,19.57,False,False
69375723,53.31,56.91,38.74,34.18,53.23,83.07,40.05,54.24,70.59,45.89,False,False
17341005,53.31,61.41,49.71,34.18,25.83,67.73,56.02,62.71,86.38,35.13,False,False
82027968,53.31,16.17,53.36,90.21,9.93,47.15,87.47,11.91,31.72,4.88,False,False
75851169,53.31,41.7,53.36,90.21,9.93,32.06,83.65,69.6,50.62,4.88,False,False
67017100,53.3,16.17,53.36,90.21,9.93,47.15,87.42,11.91,31.72,4.88,False,False
20412646,53.29,41.7,53.36,90.21,9.93,32.06,83.54,69.6,50.62,4.88,False,False
81157586,53.28,54.97,14.37,37.67,77.62,47.15,72.29,39.19,70.59,55.12,False,False
15374541,53.28,16.17,53.36,90.21,9.93,47.15,87.29,11.91,31.72,4.88,False,False
28098596,53.27,16.17,53.36,90.21,9.93,47.15,87.27,11.91,31.72,4.88,False,False
44025622,53.27,41.7,53.36,90.21,9.93,32.06,83.41,69.6,50.62,4.88,False,False
66874143,53.26,41.7,53.36,90.21,9.93,32.06,83.35,69.6,50.62,4.88,False,False
49693656,53.24,45.53,38.74,40.82,77.62,83.07,28.59,29.64,50.62,56.32,False,False
74460148,53.22,30.95,38.74,52.55,73.97,83.07,39.28,11.91,31.72,49.23,False,False
62053706,53.21,50.88,53.36,17.77,9.93,92.5,59.28,50.29,86.38,15.98,False,False
96987387,53.17,41.7,53.36,90.21,9.93,32.06,82.86,69.6,50.62,4.88,False,False
61327934,53.17,45.22,46.68,22.75,36.42,80.23,62.33,45.51,70.59,19.57,False,False
94327771,53.15,61.23,87.15,90.21,45.44,2.34,43.15,39.19,50.62,93.88,False,False
73031277,53.14,41.7,53.36,90.21,9.93,32.06,82.63,69.6,50.62,4.88,False,False
39931402,53.12,41.7,53.36,90.21,9.93,32.06,82.55,69.6,50.62,4.88,False,False
30815022,53.11,40.4,74.3,30.49,36.42,98.33,28.52,29.64,50.62,40.94,False,False
23263263,53.11,41.7,53.36,90.21,9.93,32.06,82.5,69.6,50.62,4.88,False,False
12241304,53.11,41.7,53.36,90.21,9.93,32.06,82.45,69.6,50.62,4.88,False,False
48450888,53.1,45.96,53.36,90.21,9.93,32.06,82.42,75.62,50.62,11.63,False,False
47813884,53.05,90.61,14.37,67.49,53.23,3.26,93.57,94.0,86.38,91.46,False,False
38525835,53.02,70.59,32.42,57.84,45.44,3.75,92.27,78.68,86.38,46.69,False,False
37983665,53.01,57.11,66.05,65.44,9.93,34.47,91.56,73.12,50.62,47.57,False,False
95493630,53.01,76.58,14.37,26.82,53.23,47.15,81.07,75.62,95.39,58.71,False,False
11638068,52.94,68.93,32.42,69.71,80.82,18.29,45.78,54.24,70.59,81.95,False,False
11144678,52.93,43.75,59.41,37.67,45.44,88.48,35.94,45.51,50.62,35.13,False,False
89154132,52.92,36.31,63.35,55.26,45.44,90.46,31.29,29.64,31.72,47.57,False,False
43829288,52.91,50.75,57.03,4.34,9.93,93.42,66.35,54.24,86.38,11.63,False,False
32182526,52.91,66.32,43.2,57.84,45.44,24.35,60.25,71.65,86.38,40.94,False,False
74763615,52.9,16.17,57.03,74.74,9.93,61.21,82.79,11.91,31.72,4.88,False,False
18022791,52.89,35.08,66.05,67.49,59.3,66.72,26.09,29.64,31.72,43.88,False,False
93961560,52.89,39.25,96.64,90.21,25.83,68.31,19.73,11.91,16.61,89.23,False,False
70810354,52.87,66.03,38.74,63.23,64.66,47.15,32.84,39.19,70.59,88.31,False,False
36066162,52.85,72.76,14.37,67.49,91.81,11.64,61.17,60.46,70.59,87.25,False,False
20014906,52.84,51.39,46.68,47.11,53.23,63.39,36.04,50.29,70.59,33.29,False,False
87947467,52.83,30.4,76.86,44.05,36.42,90.6,37.32,11.91,31.72,47.57,False,False
40346722,52.83,69.01,57.03,90.21,9.93,16.24,92.92,85.94,50.62,70.46,False,False
57468453,52.82,37.78,80.38,90.21,25.83,95.94,7.97,11.91,16.61,84.8,False,False
19715378,52.82,35.65,78.68,90.21,45.44,31.04,39.83,11.91,31.72,63.31,False,False
97170737,52.8,76.57,53.36,74.74,77.62,7.96,52.5,82.98,50.62,96.09,False,False
39465168,52.79,28.19,43.2,40.82,53.23,75.22,72.53,11.91,31.72,40.94,False,False
86875483,52.78,50.44,66.05,40.82,36.42,66.72,56.04,67.41,50.62,33.29,False,False
20284571,52.73,70.99,38.74,72.19,85.87,13.62,55.34,83.39,50.62,78.95,False,False
25631719,52.72,16.17,53.36,90.21,9.93,47.15,83.93,11.91,31.72,4.88,False,False
20874640,52.71,49.37,82.16,30.49,9.93,99.24,43.8,39.19,50.62,58.28,False,False
61706783,52.7,38.22,57.03,26.82,9.93,93.42,58.41,39.19,70.59,4.88,False,False
81292215,52.68,16.17,53.36,90.21,9.93,47.15,83.72,11.91,31.72,4.88,False,False
21140631,52.66,37.67,67.32,69.71,9.93,96.67,40.6,11.91,31.72,69.39,False,False
82621924,52.65,95.64,14.37,55.26,53.23,7.96,89.71,95.7,95.39,95.83,False,False
95475664,52.65,70.44,38.74,60.59,94.74,4.65,66.56,84.82,50.62,75.89,False,False
69848935,52.65,16.17,53.36,90.21,9.93,47.15,83.52,11.91,31.72,4.88,False,False
98350240,52.64,72.79,32.42,69.71,85.87,6.63,50.6,62.71,70.59,85.08,False,False
21804487,52.63,71.75,93.7,90.21,9.93,22.81,48.52,74.57,50.62,90.05,False,False
36812971,52.63,36.09,80.01,44.05,69.7,97.43,7.97,11.91,16.61,79.73,False,False
17323948,52.62,31.57,53.36,90.21,9.93,28.11,83.49,39.19,50.62,4.88,False,False
36206067,52.61,57.65,46.68,49.82,45.44,63.39,59.69,77.36,50.62,44.96,False,False
55134219,52.59,66.26,38.74,90.21,97.06,15.17,23.75,57.55,50.62,90.61,False,False
68384735,52.58,47.48,43.2,60.59,45.44,86.94,47.6,11.91,31.72,98.8,False,False
47011051,52.58,65.43,43.2,47.11,85.87,15.76,52.96,67.41,70.59,58.28,False,False
14316248,52.57,56.19,43.2,40.82,59.3,65.1,36.41,45.51,70.59,52.49,False,False
74384645,52.57,41.38,32.42,34.18,59.3,75.22,63.66,29.64,50.62,43.88,False,False
84795022,52.56,44.25,38.74,57.84,80.82,26.98,60.34,29.64,50.62,52.49,False,False
91020840,52.54,47.69,49.71,22.75,36.42,83.07,52.71,39.19,70.59,33.29,False,False
22044017,52.53,62.91,49.71,72.19,9.93,5.18,91.8,90.72,86.38,11.63,False,False
72073946,52.47,72.15,43.2,69.71,69.7,18.29,43.32,75.62,70.59,70.23,False,False
15195572,52.45,48.36,57.03,72.19,9.93,33.15,71.82,69.6,70.59,4.88,False,False
15399104,52.4,44.25,38.74,63.23,45.44,67.73,48.62,29.64,50.62,52.49,False,False
63061375,52.39,37.23,46.68,26.82,64.66,80.23,45.3,29.64,50.62,31.43,False,False
71356672,52.37,57.94,87.15,90.21,45.44,29.92,29.79,60.46,31.72,81.64,False,False
87849260,52.37,45.23,74.3,78.22,97.88,4.14,27.96,11.91,31.72,92.06,False,False
77430535,52.35,68.34,14.37,63.23,99.32,0.08,66.48,39.19,70.59,95.23,False,False
50976926,52.32,83.44,46.68,47.11,9.93,22.97,91.85,93.37,95.39,61.55,False,False
42512406,52.31,59.44,49.71,49.82,59.3,47.15,57.25,79.31,50.62,48.4,False,False
62002828,52.3,76.57,86.63,52.55,9.93,13.45,80.65,95.81,70.59,63.31,False,False
51700508,52.29,41.28,49.71,30.49,45.44,91.32,46.17,45.51,50.62,27.7,False,False
31647106,52.28,56.69,43.2,55.26,73.97,13.32,57.32,60.46,70.59,39.04,False,False
37179906,52.25,27.88,63.35,69.71,89.99,65.87,7.97,11.91,16.61,55.12,False,False
99631954,52.24,47.9,57.03,17.77,9.93,93.42,64.66,50.29,70.59,22.84,False,False
43976906,52.22,37.29,92.33,26.82,69.7,99.91,7.97,11.91,16.61,83.33,False,False
24182140,52.22,82.53,32.42,57.84,69.7,0.68,82.08,92.54,70.59,84.47,False,False
10620482,52.21,57.83,49.71,72.19,59.3,22.36,59.06,50.29,50.62,72.58,False,False
59081493,52.18,92.51,14.37,52.55,59.3,1.21,99.27,99.87,86.38,91.28,False,False
21343410,52.18,48.91,61.47,4.34,25.83,94.96,55.89,64.52,70.59,11.63,False,False
32399255,52.15,42.26,57.03,74.74,25.83,33.15,71.54,64.52,50.62,11.63,False,False
34352714,52.14,47.34,43.2,30.49,64.66,86.94,36.89,45.51,50.62,45.89,False,False
49176502,52.1,41.7,53.36,78.22,9.93,47.15,73.33,69.6,50.62,4.88,False,False
94089675,52.08,77.83,57.03,52.55,97.06,8.93,46.29,83.76,50.62,99.11,False,False
56457732,52.08,60.89,67.32,52.55,25.83,25.57,70.6,64.52,70.59,47.57,False,False
